"","BROOD_YEAR","RELEASE_YEAR","STOCK_NAME","FACILITY_NAME","RELEASE_STAGE_NAME","RELEASE_SITE_NAME","REL_CU_NAME","REL_CU_INDEX","TotalRelease","SPECIES_NAME","STOCK_PROD_AREA_CODE","MRP_TAGCODE","STOCK_CU_NAME","STOCK_CU_INDEX","stocksite"
"3267",1989,1991,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",27285,"Coho","GSMN","26360","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3268",1990,1991,"Squamish R","Tenderfoot Creek H","Fed Fry","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",4324,"Coho","GSMN","NOCO9023","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3269",1990,1992,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",25537,"Coho","GSMN","180101","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3270",1991,1993,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",48727,"Coho","GSMN","180128","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3271",1992,1994,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",60516,"Coho","GSMN","180757","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3272",1993,1995,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",44182,"Coho","GSMN","181743","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3273",1994,1996,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",57592,"Coho","GSMN","182105","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3274",1995,1997,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",13795,"Coho","GSMN","182639","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3275",1996,1998,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",47313,"Coho","GSMN","NOCO96379","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3276",1997,1999,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",34276,"Coho","GSMN","NOCO97324","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3277",1998,2000,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",59674,"Coho","GSMN","NOCO98440","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3278",1999,2000,"Squamish R","Tenderfoot Creek H","Fed Fry","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",23428,"Coho","GSMN","NOCO9964","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3279",1999,2001,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",59834,"Coho","GSMN","NOCO99320","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3280",2000,2002,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",56564,"Coho","GSMN","NOCO00258","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3281",2001,2002,"Squamish R","Tenderfoot Creek H","Fed Fry","Shovelnose Cr","HOWE SOUND-BURRARD INLET","CO-10",10398,"Coho","GSMN","NOCO0115","HOWE SOUND-BURRARD INLET","CO-10","Shovelnose Cr:Squamish R"
"3282",2001,2002,"Squamish R","Tenderfoot Creek H","Fed Fry","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",5935,"Coho","GSMN","NOCO0113","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3283",2001,2003,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",43111,"Coho","GSMN","NOCO01362","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3284",2002,2004,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",48169,"Coho","GSMN","NOCO02244","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3285",2003,2004,"Squamish R","Tenderfoot Creek H","Unfed","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",2663,"Coho","GSMN","NOCO03123","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3286",2003,2005,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",41916,"Coho","GSMN","NOCO03239","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3287",2004,2006,"Squamish R","Tenderfoot Creek H","Smolt 1+","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",44987,"Coho","GSMN","NOCO04251","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Squamish R"
"3288",1982,1983,"Squamish R","Cheakamus River H","Fed Fry","Shovelnose Cr","HOWE SOUND-BURRARD INLET","CO-10",45198,"Coho","GSMN","22546","HOWE SOUND-BURRARD INLET","CO-10","Shovelnose Cr:Squamish R"
"3289",1984,1986,"Sucwoa R","Conuma River H","Smolt 1+","Sucwoa R","WEST VANCOUVER ISLAND","CO-17",42999,"Coho","NWVI","23344","WEST VANCOUVER ISLAND","CO-17","Sucwoa R:Sucwoa R"
"3290",1986,1987,"Tahsis R","Tahsis River H","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",8000,"Coho","NWVI","NOCO86121","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3291",1994,1996,"Tahsis R","Tahsis River H","Smolt 1+","Tahsis R","WEST VANCOUVER ISLAND","CO-17",19000,"Coho","NWVI","NOCO94409","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3292",1996,1997,"Tahsis R","Tahsis River H","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",2000,"Coho","NWVI","NOCO96190","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3293",1996,1998,"Tahsis R","Tahsis River H","Smolt 1+","Tahsis R","WEST VANCOUVER ISLAND","CO-17",24000,"Coho","NWVI","NOCO96452","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3294",1997,1998,"Tahsis R","Tahsis River H","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",11000,"Coho","NWVI","NOCO9781","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3295",1997,1999,"Tahsis R","Tahsis River H","Smolt 1+","Tahsis R","WEST VANCOUVER ISLAND","CO-17",25000,"Coho","NWVI","NOCO97325","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3296",2000,2001,"Tahsis R","Tahsis River H","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",50000,"Coho","NWVI","NOCO00307","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3297",2001,2002,"Tahsis R","Tahsis River H","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",20000,"Coho","NWVI","NOCO01223","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3298",1988,1989,"Tahsis R","Vanc Is West (Gold R) Sch","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",81,"Coho","NWVI","NOCO88132","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3299",1989,1990,"Tahsis R","Vanc Is West (Gold R) Sch","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",81,"Coho","NWVI","NOCO89202","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3300",1990,1991,"Tahsis R","Vanc Is West (Gold R) Sch","Fed Fry","Tahsis R","WEST VANCOUVER ISLAND","CO-17",81,"Coho","NWVI","NOCO90235","WEST VANCOUVER ISLAND","CO-17","Tahsis R:Tahsis R"
"3301",1982,1983,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fall","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",104167,"Coho","GSMN","22561","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3302",1982,1983,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Tenderfoot Lk","","",8528,"Coho","GSMN","NOCO8229","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3303",1982,1984,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",17928,"Coho","GSMN","22649","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3304",1982,1984,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",31816,"Coho","GSMN","22650","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3305",1983,1985,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",105674,"Coho","GSMN","22809","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3306",1983,1985,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",104854,"Coho","GSMN","22810","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3307",1983,1985,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",111656,"Coho","GSMN","22811","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3308",1984,1986,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",75055,"Coho","GSMN","23817","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3309",1984,1986,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",73246,"Coho","GSMN","23818","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3310",1984,1986,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",74204,"Coho","GSMN","23819","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3311",1985,1986,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fall","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",58614,"Coho","GSMN","23942","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3312",1985,1986,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fall","Tenderfoot Lk","","",59071,"Coho","GSMN","23943","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3313",1985,1987,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",41537,"Coho","GSMN","24246","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3314",1986,1987,"Tenderfoot Cr","Tenderfoot Creek H","Unfed","Tenderfoot Lk","","",19550,"Coho","GSMN","NOCO8624","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3315",1986,1988,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",48181,"Coho","GSMN","25116","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3316",1992,1994,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",106036,"Coho","GSMN","180760","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3317",1995,1997,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",131270,"Coho","GSMN","182640","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3318",2000,2001,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",63121,"Coho","GSMN","NOCO0020","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3319",2001,2002,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",36830,"Coho","GSMN","NOCO0108","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3320",2001,2002,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",68959,"Coho","GSMN","NOCO0109","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3321",2001,2002,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",50052,"Coho","GSMN","NOCO0110","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3322",2002,2003,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",56350,"Coho","GSMN","NOCO0214","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3323",2003,2004,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",25947,"Coho","GSMN","NOCO03131","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3324",2009,2010,"Tenderfoot Cr","Tenderfoot Creek H","Fed Fry","Elaho R","","",19019,"Coho","GSMN","NOCO0914","HOWE SOUND-BURRARD INLET","CO-10","Elaho R:Tenderfoot Cr"
"3325",2010,2011,"Tenderfoot Cr","Tenderfoot Creek H","Unfed","Tenderfoot Lk","","",60622,"Coho","GSMN","NOCO10216","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3326",2011,2012,"Tenderfoot Cr","Tenderfoot Creek H","Unfed","Tenderfoot Lk","","",11085,"Coho","GSMN","NOCO11143","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3327",2011,2012,"Tenderfoot Cr","Tenderfoot Creek H","Unfed","Tenderfoot Lk","","",12211,"Coho","GSMN","NOCO11144","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3328",2011,2012,"Tenderfoot Cr","Tenderfoot Creek H","Unfed","Tenderfoot Lk","","",31307,"Coho","GSMN","NOCO11145","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3329",2016,2018,"Tenderfoot Cr","Tenderfoot Creek H","Smolt 1+","Tenderfoot Lk","","",101288,"Coho","GSMN","AD1658","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3330",2019,2020,"Tenderfoot Cr","Tenderfoot Creek H","Unfed","Tenderfoot Lk","","",206650,"Coho","GSMN","NOCO1933","HOWE SOUND-BURRARD INLET","CO-10","Tenderfoot Lk:Tenderfoot Cr"
"3331",1990,1991,"Tenderfoot Cr","Cheakamus River H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",7750,"Coho","GSMN","NOCO9041","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3332",2017,2018,"Tenderfoot Cr","Cheakamus River H","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",2993,"Coho","GSMN","NOCO17112","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3333",1985,1986,"Tenderfoot Cr","Howe Sound Schools","Unfed","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",22,"Coho","GSMN","NOCO85164","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3334",1985,1986,"Tenderfoot Cr","Howe Sound Schools","Unfed","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",23,"Coho","GSMN","NOCO85163","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Tenderfoot Cr"
"3335",1987,1988,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",160,"Coho","GSMN","NOCO87114","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Tenderfoot Cr"
"3336",1988,1989,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",200,"Coho","GSMN","NOCO8868","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Tenderfoot Cr"
"3337",1990,1991,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",165,"Coho","GSMN","NOCO90119","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3338",2005,2006,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Squamish R","HOWE SOUND-BURRARD INLET","CO-10",540,"Coho","GSMN","NOCO0519","HOWE SOUND-BURRARD INLET","CO-10","Squamish R:Tenderfoot Cr"
"3339",2008,2009,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",500,"Coho","GSMN","NOCO0830","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3340",2010,2011,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",532,"Coho","GSMN","NOCO10122","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3341",2015,2016,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",242,"Coho","GSMN","NOCO15167","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3342",2017,2018,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",593,"Coho","GSMN","NOCO17113","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3343",2018,2019,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",148,"Coho","GSMN","NOCO18154","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3344",2019,2020,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Cheakamus R","HOWE SOUND-BURRARD INLET","CO-10",105,"Coho","GSMN","NOCO1986","HOWE SOUND-BURRARD INLET","CO-10","Cheakamus R:Tenderfoot Cr"
"3345",2019,2020,"Tenderfoot Cr","Howe Sound Schools","Fed Fry","Mamquam R","HOWE SOUND-BURRARD INLET","CO-10",55,"Coho","GSMN","NOCO1984","HOWE SOUND-BURRARD INLET","CO-10","Mamquam R:Tenderfoot Cr"
"3346",1985,1986,"Thorsen Cr/CCST","Bella Coola River H","Fed Fry","Saloompt R","BELLA COOLA-DEAN RIVERS","CO-22",7550,"Coho","CCST","NOCO85169","BELLA COOLA-DEAN RIVERS","CO-22","Saloompt R:Thorsen Cr/CCST"
"3347",1988,1990,"Toboggan Cr","Toboggan Creek H","Smolt 1+","Bulkley R","MIDDLE SKEENA","CO-33",48545,"Coho","SKNA","NOCO88262","MIDDLE SKEENA","CO-33","Bulkley R:Toboggan Cr"
"3348",1988,1989,"Toboggan Cr","Bulkley Valley Schools","Fed Fry","Bulkley R","MIDDLE SKEENA","CO-33",110,"Coho","SKNA","NOCO8871","MIDDLE SKEENA","CO-33","Bulkley R:Toboggan Cr"
"3349",2006,2007,"Toboggan Cr","Bulkley Valley Schools","Fed Fry","Bulkley R","MIDDLE SKEENA","CO-33",1200,"Coho","SKNA","NOCO0609","MIDDLE SKEENA","CO-33","Bulkley R:Toboggan Cr"
"3350",2007,2008,"Toboggan Cr","Bulkley Valley Schools","Fed Fry","Bulkley R","MIDDLE SKEENA","CO-33",890,"Coho","SKNA","NOCO0726","MIDDLE SKEENA","CO-33","Bulkley R:Toboggan Cr"
"3351",2008,2010,"Toboggan Cr","Bulkley Valley Schools","Fed Fry","Bulkley R","MIDDLE SKEENA","CO-33",900,"Coho","SKNA","NOCO08172","MIDDLE SKEENA","CO-33","Bulkley R:Toboggan Cr"
"3352",1987,1988,"Toquart R","Thornton Creek H","Fed Fry","Toquart R","WEST VANCOUVER ISLAND","CO-17",58632,"Coho","SWVI","NOCO8763","WEST VANCOUVER ISLAND","CO-17","Toquart R:Toquart R"
"3353",1988,1989,"Toquart R","Thornton Creek H","Fed Fry","Toquart R","WEST VANCOUVER ISLAND","CO-17",58700,"Coho","SWVI","NOCO88186","WEST VANCOUVER ISLAND","CO-17","Toquart R:Toquart R"
"3354",1989,1990,"Toquart R","Thornton Creek H","Fed Fall","Toquart Lk","","",59800,"Coho","SWVI","NOCO8939","WEST VANCOUVER ISLAND","CO-17","Toquart Lk:Toquart R"
"3355",1991,1992,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",24815,"Coho","SWVI","NOCO91147","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3356",1992,1993,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",22000,"Coho","SWVI","NOCO92185","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3357",1993,1994,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",16000,"Coho","SWVI","NOCO9390","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3358",1994,1995,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",30800,"Coho","SWVI","NOCO9478","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3359",1995,1996,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",50634,"Coho","SWVI","NOCO9588","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3360",1996,1997,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",50266,"Coho","SWVI","NOCO96257","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3361",1997,1998,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",89260,"Coho","SWVI","NOCO9797","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3362",1998,1999,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",71718,"Coho","SWVI","NOCO98225","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3363",1999,2000,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",100251,"Coho","SWVI","NOCO9994","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3364",2000,2001,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",129497,"Coho","SWVI","NOCO0081","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3365",2001,2002,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",60822,"Coho","SWVI","AD0121","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3366",2002,2003,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",40181,"Coho","SWVI","AD0237","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3367",2007,2008,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",28000,"Coho","SWVI","NOCO0745","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3368",2008,2009,"Tranquil Cr","Tofino H","Fed Fry","Tranquil Cr","CLAYOQUOT","CO-18",26821,"Coho","SWVI","NOCO0883","CLAYOQUOT","CO-18","Tranquil Cr:Tranquil Cr"
"3369",2003,2004,"Woss R","Gwa'ni H","Unfed","Woss Lk","","",21696,"Coho","JNST","NOCO03134","","","Woss Lk:Woss R"
"3370",2008,2009,"Woss R","Gwa'ni H","Unfed","Nimpkish R Up","EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-14",23433,"Coho","JNST","NOCO0899","","","Nimpkish R Up:Woss R"
"3371",2008,2009,"Woss R","Gwa'ni H","Fed Fry","Woss R","","",25000,"Coho","JNST","NOCO0897","","","Woss R:Woss R"
"3372",2011,2013,"Woss R","Gwa'ni H","Smolt 1+","Nimpkish R Low","EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-14",20789,"Coho","JNST","NOCO11225","","","Nimpkish R Low:Woss R"
"3373",2011,2013,"Woss R","Gwa'ni H","Smolt 1+","Woss Lk","","",27788,"Coho","JNST","NOCO11224","","","Woss Lk:Woss R"
"3374",2005,2006,"Woss R","Woss Community H","Fed Fry","Woss R","","",15000,"Coho","JNST","NOCO05325","","","Woss R:Woss R"
"3375",2005,2007,"Woss R","Woss Community H","Smolt 1+","Woss R","","",20000,"Coho","JNST","AD05127","","","Woss R:Woss R"
"3376",2008,2010,"Woss R","Woss Community H","Smolt 1+","Woss R","","",25000,"Coho","JNST","NOCO08210","","","Woss R:Woss R"
"3377",1989,1991,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",14016,"Coho","QCI","26148","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3378",1989,1991,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",13722,"Coho","QCI","26149","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3379",1989,1991,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",13647,"Coho","QCI","26150","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3380",1990,1992,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",7717,"Coho","QCI","21222","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3381",1990,1992,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",7783,"Coho","QCI","21223","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3382",1991,1992,"Yakoun R","Yakoun River H","Fed Fry","Marie Lk","","",37600,"Coho","QCI","NOCO91400","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3383",1991,1993,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",7129,"Coho","QCI","20925","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
"3384",1991,1993,"Yakoun R","Yakoun River H","Smolt 1+","Marie Lk","","",7173,"Coho","QCI","20926","HG-GRAHAM ISLAND LOWLANDS","CO-25","Marie Lk:Yakoun R"
