"","BROOD_YEAR","RELEASE_YEAR","STOCK_NAME","FACILITY_NAME","RELEASE_STAGE_NAME","RELEASE_SITE_NAME","REL_CU_NAME","REL_CU_INDEX","TotalRelease","SPECIES_NAME","STOCK_PROD_AREA_CODE","MRP_TAGCODE","STOCK_CU_NAME","STOCK_CU_INDEX","stocksite"
"245",1993,1994,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",98595,"Chinook","GSVI","181345","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"246",1994,1995,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",237136,"Chinook","GSVI","NOCN9417","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"247",1995,1996,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",289894,"Chinook","GSVI","NOCN9580","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"248",1996,1997,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",278768,"Chinook","GSVI","NOCN9693","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"249",1997,1998,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",25215,"Chinook","GSVI","182561","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"250",1997,1998,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",25248,"Chinook","GSVI","182562","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"251",1997,1998,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",25265,"Chinook","GSVI","182563","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"252",1998,1999,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",33331,"Chinook","GSVI","183822","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"253",1999,2000,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",86851,"Chinook","GSVI","183807","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"254",1999,2000,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",87510,"Chinook","GSVI","183808","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"255",1999,2000,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",86714,"Chinook","GSVI","183809","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"256",2000,2001,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",88895,"Chinook","GSVI","NOCN00106","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"257",2002,2003,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",55331,"Chinook","GSVI","185129","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"258",2002,2003,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",55394,"Chinook","GSVI","185130","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"259",2002,2003,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",40850,"Chinook","GSVI","185131","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"260",2002,2003,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",40966,"Chinook","GSVI","185132","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"261",2003,2004,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",79417,"Chinook","GSVI","185530","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"262",2003,2004,"Chemainus R","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",79775,"Chinook","GSVI","185531","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"263",1979,1980,"ChemainusXCowich","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",28407,"Chinook","GSVI","21801","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:ChemainusXCowich"
"264",1979,1980,"ChemainusXCowich","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",79702,"Chinook","GSVI","22004","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:ChemainusXCowich"
"265",1980,1981,"ChemainusXCowich","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",42828,"Chinook","GSVI","21942","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:ChemainusXCowich"
"266",1980,1981,"ChemainusXCowich","Seaspring Salmon Farm","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",64136,"Chinook","GSVI","21945","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:ChemainusXCowich"
"267",1987,1988,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",40000,"Chinook","RIVR","NOCN8757","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"268",1987,1988,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",27500,"Chinook","RIVR","NOCN8758","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"269",1988,1989,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",90000,"Chinook","RIVR","NOCN8876","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"270",1988,1989,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",117500,"Chinook","RIVR","NOCN8877","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"271",1989,1990,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",30030,"Chinook","RIVR","NOCN8956","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"272",1990,1991,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",25634,"Chinook","RIVR","20347","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"273",1991,1992,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",22812,"Chinook","RIVR","21418","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"274",1991,1992,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",23237,"Chinook","RIVR","21419","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"275",1992,1993,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",16697,"Chinook","RIVR","180612","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"276",1992,1993,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",16382,"Chinook","RIVR","180613","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"277",1992,1993,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",16864,"Chinook","RIVR","180614","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"278",1992,1993,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",16107,"Chinook","RIVR","180615","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"279",1993,1994,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",38308,"Chinook","RIVR","181039","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"280",1993,1994,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",38149,"Chinook","RIVR","181040","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"281",1994,1995,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",26794,"Chinook","RIVR","NOCN9414","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"282",1995,1996,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",31013,"Chinook","RIVR","181328","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"283",1996,1997,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",45673,"Chinook","RIVR","182147","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"284",1997,1998,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",55144,"Chinook","RIVR","LV9711","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"285",1998,1999,"Chuckwalla R","Shotbolt H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",42470,"Chinook","RIVR","183237","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"286",1999,2000,"Chuckwalla R","Shotbolt H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",5459,"Chinook","RIVR","NOCN9907","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"287",1999,2000,"Chuckwalla R","Kilbella Bay Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",21226,"Chinook","RIVR","183409","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"288",2000,2001,"Chuckwalla R","Kilbella Bay Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",36638,"Chinook","RIVR","182245","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"289",2000,2001,"Chuckwalla R","Kilbella Bay Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",36635,"Chinook","RIVR","182246","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"290",2000,2001,"Chuckwalla R","Kilbella Bay Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",54731,"Chinook","RIVR","NOCN00123","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"291",2001,2002,"Chuckwalla R","Kilbella Bay Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",51630,"Chinook","RIVR","184647","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"292",2001,2002,"Chuckwalla R","Kilbella Bay Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",47863,"Chinook","RIVR","184648","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"293",1990,1991,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",37827,"Chinook","RIVR","21459","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"294",1991,1992,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",18833,"Chinook","RIVR","21420","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"295",1991,1992,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",20615,"Chinook","RIVR","21421","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"296",1992,1993,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",9488,"Chinook","RIVR","180753","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"297",1992,1993,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",9352,"Chinook","RIVR","180754","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"298",1992,1993,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",9570,"Chinook","RIVR","180755","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"299",1992,1993,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",3456,"Chinook","RIVR","180756","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"300",1993,1994,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",60576,"Chinook","RIVR","23305","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"301",1994,1995,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",40052,"Chinook","RIVR","181556","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"302",1995,1996,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",35776,"Chinook","RIVR","182146","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"303",1996,1997,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",38999,"Chinook","RIVR","182834","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"304",1997,1998,"Chuckwalla R","Snootli Creek H","Fed Fry","Chuckwalla R","RIVERS INLET","CK-37",20036,"Chinook","RIVR","LV9704","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"305",1997,1998,"Chuckwalla R","Snootli Creek H","Smolt 0+","Chuckwalla R","RIVERS INLET","CK-37",18733,"Chinook","RIVR","183218","RIVERS INLET","CK-37","Chuckwalla R:Chuckwalla R"
"306",2001,2002,"Chuckwalla R","Snootli Creek H","Fed Fry","Kilbella Bay","RIVERS INLET","CK-37",102841,"Chinook","RIVR","NOCN0154","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"307",2014,2015,"Chuckwalla R","Rivers Inlet Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",4258,"Chinook","RIVR","181875","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"308",2015,2016,"Chuckwalla R","Rivers Inlet Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",10793,"Chinook","RIVR","181877","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"309",2016,2017,"Chuckwalla R","Snootli Creek H","Smolt 0+","Kilbella Bay","RIVERS INLET","CK-37",28771,"Chinook","RIVR","180765","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"310",2017,2018,"Chuckwalla R","Percy Walkus H","Smolt 0+","Kilbella Bay","RIVERS INLET","CK-37",11811,"Chinook","RIVR","184598","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"311",2017,2018,"Chuckwalla R","Percy Walkus H","Smolt 0+","Kilbella Bay","RIVERS INLET","CK-37",10989,"Chinook","RIVR","184599","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"312",2017,2018,"Chuckwalla R","Percy Walkus H","Smolt 0+","Kilbella Bay","RIVERS INLET","CK-37",4759,"Chinook","RIVR","184671","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"313",2018,2019,"Chuckwalla R","Rivers Inlet Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",24341,"Chinook","RIVR","184075","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"314",2018,2019,"Chuckwalla R","Rivers Inlet Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",24197,"Chinook","RIVR","184076","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"315",2018,2019,"Chuckwalla R","Rivers Inlet Seapen","Seapen 0+","Kilbella Bay","RIVERS INLET","CK-37",5,"Chinook","RIVR","AD1839","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"316",2019,2020,"Chuckwalla R","Percy Walkus H","Smolt 0+","Kilbella Bay","RIVERS INLET","CK-37",55007,"Chinook","RIVR","NOCN19109","RIVERS INLET","CK-37","Kilbella Bay:Chuckwalla R"
"317",1989,1990,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",11000,"Chinook","SWVI","NOCN8961","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"318",1991,1992,"Cypre R","Tofino H","Smolt 0+","Tranquil Cr","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",20000,"Chinook","SWVI","NOCN9163","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Tranquil Cr:Cypre R"
"319",1991,1992,"Cypre R","Tranquil Estuary Seapen","Seapen 0+","Tranquil Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",21000,"Chinook","SWVI","NOCN9164","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Tranquil Est:Cypre R"
"320",2000,2001,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",60000,"Chinook","SWVI","NOCN0065","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"321",2000,2001,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",31775,"Chinook","SWVI","NOCN0064","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"322",2001,2002,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",1e+05,"Chinook","SWVI","NOCN0140","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"323",2001,2002,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",85236,"Chinook","SWVI","NOCN0139","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"324",2002,2003,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",65300,"Chinook","SWVI","NOCN0287","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"325",2002,2003,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",41200,"Chinook","SWVI","NOCN0286","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"326",2003,2004,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",95800,"Chinook","SWVI","NOCN0313","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"327",2003,2004,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",87284,"Chinook","SWVI","NOCN0312","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"328",2004,2005,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",80654,"Chinook","SWVI","NOCN0457","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"329",2004,2005,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",74455,"Chinook","SWVI","NOCN0456","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"330",2005,2006,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",62200,"Chinook","SWVI","NOCN0571","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"331",2006,2007,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",66846,"Chinook","SWVI","NOCN0674","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"332",2007,2008,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",63794,"Chinook","SWVI","NOCN0751","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"333",2007,2008,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",57749,"Chinook","SWVI","NOCN0750","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"334",2008,2009,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",64200,"Chinook","SWVI","NOCN0866","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"335",2008,2009,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",88633,"Chinook","SWVI","NOCN0865","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"336",2009,2010,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",62400,"Chinook","SWVI","NOCN0995","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"337",2009,2010,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",114307,"Chinook","SWVI","NOCN0994","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"338",2010,2011,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",145000,"Chinook","SWVI","NOCN1027","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"339",2011,2012,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",62090,"Chinook","SWVI","NOCN1157","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"340",2011,2012,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",50000,"Chinook","SWVI","NOCN1154","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"341",2011,2012,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",22200,"Chinook","SWVI","NOCN1155","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"342",2011,2012,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",94236,"Chinook","SWVI","NOCN1156","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"343",2012,2013,"Cypre R","Cypre Estuary Seapen","Seapen 0+","Cypre Est","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",57000,"Chinook","SWVI","NOCN1258","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre Est:Cypre R"
"344",2012,2013,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",72117,"Chinook","SWVI","NOCN1257","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"345",2013,2014,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",92373,"Chinook","SWVI","NOCN1381","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"346",2015,2016,"Cypre R","Tofino H","Smolt 0+","Cypre R","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",88344,"Chinook","SWVI","NOCN1545","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31","Cypre R:Cypre R"
"347",1980,1981,"First Lk/GSVI","Nanaimo River H","Smolt 0+","Nanaimo R","EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3","CK-83",20338,"Chinook","GSVI","21909","EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3","CK-83","Nanaimo R:First Lk/GSVI"
"348",1981,1982,"First Lk/GSVI","Nanaimo River H","Smolt 0+","Nanaimo R","EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3","CK-83",2809,"Chinook","GSVI","NOCN8108","EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3","CK-83","Nanaimo R:First Lk/GSVI"
