Production Year,Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type, Target # to Mark ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
2018,BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Stewardship ,Primary, -   ,Release,Unfed,Kathlyn Lk,,4,15000,,,,,,,
2018,BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Assessment ,Primary, -   ,Release,Smolt 1+,Toboggan Cr,,4,35000,Coded Wire Tag,AD,35000,,,,
2018,BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Assessment ,Primary, -   ,Release,Smolt 1+,Toboggan Cr,,4, -   ,Parentage-based Tagging,N/A,35000,,,,
2018,BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Lagoon Cr/CCST,SEL-19-50,RODERICK,7, Stewardship ,Alternate, -   ,Release,Unfed,Lagoon Cr/CCST,,7,20000,,,,,,,
2018,BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Lagoon Cr/CCST,SEL-19-50,RODERICK,7, Harvest ,Primary,50000,Release,Fed Fry,Roderick Lk,,7,45000,,,,,,"All to Roderick Lake, unless there is a BKD group.  If so, the BKD group will be released to Lagoon Creek.",
2018,BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Mary Cv Cr,,,7, Harvest ,Alternate,50000,Release,Fed Fry,Roderick Lk,,7,45000,,,,,,2017: New stock added,
2018,BC South Coast,NA,Barkley Sd Rndtbl S1 Sbct,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,,Primary, -   ,Transfer In,Egg,Robertson Cr,,,100000,,,,,X,"100k chinook release conditional on adherence by both Barkley Sd Rndtbl S1 Sbct and the DFO to all of the conditions, requirements and obligations established within the agreement for the life of the Collaborative Project.",
2018,BC South Coast,NA,Barkley Sd Rndtbl S1 Sbct,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,,Primary, -   ,Transfer Out,Fry,Robertson Cr,,,100000,,,,,X,"100k chinook release conditional on adherence by both Barkley Sd Rndtbl S1 Sbct and the DFO to all of the conditions, requirements and obligations established within the agreement for the life of the Collaborative Project.",
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,800000,Transfer Out,Egg,Powell R,,,800000,,,,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Assessment/Harvest ,Primary,4000000,Release,Smolt 0+,Big Qualicum R,,14,3500000,Coded Wire Tag,AD,160000,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Big Qualicum R,,14, -   ,Parentage-based Tagging,N/A,3500000,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chum,Fall,Big Qualicum R,CM-4,GEORGIA STRAIT,14, Harvest ,Primary,123200000,Release,Chan Fry,Big Qualicum R,,14,49795200,,,,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,440000,Transfer Out,Egg,Comox Valley Sch,,,100,,,,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,,,1000,,,,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Big Qualicum R,,14,400000,Coded Wire Tag,AD,40000,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Big Qualicum R,,14, -   ,Fin Clip,AD,320000,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Big Qualicum R,,14, -   ,Parentage-based Tagging,N/A,400000,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Alternate,100000,Release,Fed Fry,Horne Lk,,14,100000,,,,,,Alternate target if surplus eggs taken.,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer In,Fry,Puntledge R,,,105000,,,,,,,
2018,BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Fry,Puntledge R,,,100000,,,,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,,,70000,,,,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Chapman Cr,,16,65000,Thermal,N/A,70000,,,2018: Discussion of release strategy and assessment requirements needed.,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Chapman Cr,CM-4,GEORGIA STRAIT,16, Rebuilding ,Primary,100000,Release,Fed Fry,Chapman Cr,,16,90000,,,,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16,,Primary,90000,Transfer Out,Egg,Sunshine Coast Sch,,,300,,,,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Chapman Cr,,16,50000,Fin Clip,AD,50000,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Chapman Cr,,16, -   ,Parentage-based Tagging,N/A,50000,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Halfmoon Cr,,16,20000,Fin Clip,AD,20000,,,Dependent on assessment demonstrating that enhancement is meeting a harvest objective (using DNA/PBT sampling). Also dependent on no concerns arising from public about spawners in Halfmoon Bay Creek.,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Halfmoon Cr,,16, -   ,Parentage-based Tagging,N/A,20000,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Chapman Cr,PKE-1,GEORGIA STRAIT,16, Rebuilding ,Primary,260000,Release,Unfed,Chapman Cr,,16,250000,,,,,,,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Cheakamus R,,,28,,Alternate, -   ,Transfer In,Egg,Tenderfoot Cr,,, -   ,,,,,,300k in odd years only.,
2018,BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Cheakamus R,,,28, Harvest ,Alternate, -   ,Release,Fed Fry,Chapman Cr,,16, -   ,,,,,,250k in odd years only.,
2018,BC South Coast,CDP,Clayoquot,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Kennedy R Low,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,525000,Release,Smolt 0+,Kennedy R Low,,24,380000,Fin Clip,AD,500000,,,,
2018,BC South Coast,CDP,Clayoquot,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Kennedy R Low,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary, -   ,Release,Smolt 0+,Kennedy R Up,,24,100000,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Burman R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary,400000,Release,Seapen 0+,Burman Est,,25,350000,Thermal,N/A,350000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Conuma R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary,3200000,Transfer Out,Egg,Unknown,,,500,,,,,,Transfer out to research facility or university.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Conuma R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary, -   ,Release,Seapen 0+,Conuma Est,,25,2200000,Thermal,N/A,2200000,,,2018: 1M of release target is in partnership with Nootka Sd Wtsh Soc.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Conuma R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary, -   ,Release,Smolt 0+,Conuma R,,25,500000,Thermal,N/A,500000,,,Different thermal mark than seapen release.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Gold R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary, -   ,Release,Seapen 0+,Gold Est,,25, -   ,,,,,,2018: Proposal to decommission seapen and release everything from lakepen.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Gold R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Rebuilding ,Primary,360000,Release,Smolt 0+,Muchalat Lk,,25,350000,Thermal,N/A,350000,,,2018: Proposal to decommission seapen and release only from lakepen.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary, -   ,Transfer In,Egg,Tahsis R,,,320000,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary, -   ,Transfer Out,Egg,Tahsis R,,,320000,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Alternate, -   ,Transfer In,Egg,Tahsis R,,,160000,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Alternate, -   ,Transfer Out,Egg,Tahsis R,,,160000,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,550000,Release,Seapen,Canton Est,,25,500000,,,,,,No Canton stock will be collected unless Conuma stock is low and Canton stock are available.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25,,Primary,2200000,Transfer Out,Egg,Vanc Is West (Gold R) Sch,,,100,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate, -   ,Release,Seapen,Canton Est,,25,500000,Thermal,N/A,500000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen,Conuma Est,,25,1500000,Thermal,N/A,1500000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Fed Fry,Conuma R,,25,500000,Thermal,N/A,500000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,1100000,Release,Fed Fry,Sucwoa R,,25,500000,Thermal,N/A,500000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,550000,Release,Fed Fry,Sucwoa R,,25,500000,Thermal,N/A, -   ,,,No Sucwoa stock will be collected unless Conuma stock is low and Sucwoa stock are available.,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Primary,1200000,Release,Fed Fry,Tlupana R,,25,1000000,Thermal,N/A,1000000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25,,Primary,160000,Transfer Out,Egg,Vanc Is West (Gold R) Sch,,,900,,,,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,,25,150000,Fin Clip,AD,150000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,,25, -   ,Parentage-based Tagging,N/A,150000,,,,
2018,BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,50000,Release,Fed Fry,Conuma R,,25,50000,Parentage-based Tagging,N/A,52000,,,,
2018,BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Cowichan R,,18,700000,Coded Wire Tag,AD,700000,,,,
2018,BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment/Conservation ,Primary,735000,Release,Smolt 0+,Cowichan R,,18, -   ,Parentage-based Tagging,N/A,700000,,,,
2018,BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Cowichan R,,18, -   ,Thermal,N/A,700000,,,,
2018,BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Englishman R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Primary,120000,Release,Fed Fry,Englishman R,,14,100000,,,,,,,
2018,BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate, -   ,Transfer In,Fry,L Qualicum R,,,100000,,,,,,,
2018,BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Alternate, -   ,Release,Smolt 0+,Englishman R,,14,100000,,,,,,2018: Assessment of rebuilding needed.,
2018,BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Englishman R,PKE-1,GEORGIA STRAIT,14, Harvest ,Primary,1000000,Release,Unfed,Englishman R,,14,950000,,,,,,,
2018,BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,,1000000,,,,,,,
2018,BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Englishman R,,14,950000,Thermal,N/A,1000000,,,2018: Transfer dependent on assessment.,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Rosewall Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,250000,Release,Fed Fry,Rosewall Cr,,14,225000,,,,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Wilfred Cr (Coal),,,14, Stewardship ,Primary,50000,Release,Fed Fry,Wilfred Cr (Coal),,14,45000,,,,,,2018: New line of production. Release target to be based on escapement benchmarks to be developed.,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,60000,Transfer Out,Egg,Comox Valley Sch,,,2000,,,,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,,,200,,,,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,,14,50000,Fin Clip,AD,50000,,,Reduction from 100k to 50k in 2016 based on water availability.,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,,14, -   ,Parentage-based Tagging,N/A,50000,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Wilfred Cr (Coal),CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Wilfred Cr (Coal),,14,10000,Fin Clip,AD,10000,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Wilfred Cr (Coal),CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary,12000,Release,Smolt 1+,Wilfred Cr (Coal),,14, -   ,Parentage-based Tagging,N/A,10000,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,,750000,,,,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Unfed,Chef Cr,,14,50000,Thermal,N/A,50000,,,,
2018,BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Wilfred Cr (Coal),,14,700000,Thermal,N/A,700000,,,"2018: 	Pink transplants will be gradually reduced since there have been poor returns to Wilfred Creek in recent years.  750Keggs in 2018, 500K in 2019.  Quinsam pink transplant will cease in 2020.",
2018,BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,French Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,100000,Release,Fed Fry,French Cr,,14,90000,,,,,,,
2018,BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,,100000,,,,,,,
2018,BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Fed Fry,French Cr,,14,90000,,,,,,Transfer dependent on assessment of adults.,
2018,BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,35000,Transfer Out,Egg,Qualicum Sch,,,1000,,,,,,,
2018,BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,French Cr,,14,30000,Fin Clip,AD,30000,,,Fry release number is dependent on assessment of wild component.,
2018,BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,French Cr,,14, -   ,Parentage-based Tagging,N/A,30000,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Phillips R,CK-28,SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x,13, Assessment ,Primary, -   ,Release,Smolt 0+,Phillips Lk,,13,150000,Coded Wire Tag,AD,150000,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Phillips R,CK-28,SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x,13, Assessment ,Primary,160000,Release,Smolt 0+,Phillips Lk,,13, -   ,Parentage-based Tagging,N/A,150000,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,,16000,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Chris Mailman Pd,,13,100,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Ito Cr,,13,5000,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,John Wayne Pd,,13,500,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Paccar Resort Pd,,13,500,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Ritchie Pd S,,13,8000,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Ritchie Pd S,,,13, Stewardship ,Primary,10000,Release,Fed Fry,Chris Mailman Pd,,13,100,,,,,,,
2018,BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Ritchie Pd S,,,13, Stewardship ,Primary, -   ,Release,Fed Fry,John Wayne Pd,,13,500,,,,,,,
