Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Stewardship,Primary,0,Release,Fed Fry,Schoolhouse/South,Noons Creek H,28,2000,Parentage-based Tagging,N/A,2000,,,,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Stewardship,Primary,0,Release,Fed Fry,Suterbrook Cr,Noons Creek H,28,2000,Parentage-based Tagging,N/A,2000,,,,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,0,Transfer In,Egg,Seymour R,Seymour River H,,20000,,,,,,,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Stewardship,Alternate,0,Release,Fed Fry,Noons Cr,Noons Creek H,28,2000,,,,,,Alternate broodstock source to Noons Cr stock.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Stewardship,Alternate,0,Release,Smolt 1+,Noons Cr,Noons Creek H,28,10000,,,,,,,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Stewardship,Alternate,0,Release,Fed Fry,Schoolhouse/South,Noons Creek H,28,2000,,,,,,,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Stewardship,Alternate,0,Release,Fed Fry,Suterbrook Cr,Noons Creek H,28,2000,,,,,,,Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Primary,0,Transfer In,Egg,Seymour R,Seymour River H,,5000,,,,,,,Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,Education,Primary,0,Release,Fed Fry,Seymour R/GSMN,North Vancouver Schools,28,5000,,,,,,"Release sites include Lynn Cr, Mackay Cr, McCartney Cr, Mosquito Cr, Parkside Cr and Roche Pt Cr.",Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,0,Transfer In,Egg,Seymour R,Seymour River H,,2500,,,,,,"Alternate source to Alouette R S stock chum, which is collected by, incubated and reared at Seymour.",Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Education,Alternate,0,Release,Fed Fry,Seymour R/GSMN,North Vancouver Schools,28,2000,,,,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary,0,Transfer In,Fry,Chilliwack R,Chilliwack River H,,30000,,,,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,Stewardship,Primary,0,Release,Smolt 0+,Coquitlam R,Coquitlam River H,29C,25000,Thermal,N/A,25000,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Coquitlam R,,,29C,Stewardship,Alternate,30000,Release,Smolt 0+,Coquitlam R,Coquitlam River H,29C,25000,,,,,,"Fry from Chilliwack hatchery will continue to be transferred in for production, until sufficient returns to Coquitlam R for broodstock is established.",Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,,Alternate,18500,Transfer Out,Egg,Hoy Cr,Hoy Creek H,,18500,,,,,,Alternate broodstock source transferred to Hoy Cr.,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,Stewardship,Primary,0,Release,Fed Fry,Coquitlam Lk,Coquitlam River H,29C,25000,Fin Clip,AD,25000,,,"All fry should be Ad clipped and coordinated with ongoing BC Hydro studies. If egg targets are not met, smolt release strategy should be prioritized over fry release.",Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,Stewardship,Primary,0,Release,Fed Fry,Coquitlam Lk,Coquitlam River H,29C,0,Parentage-based Tagging,N/A,25000,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,Harvest,Primary,0,Release,Smolt 1+,Coquitlam R,Coquitlam River H,29C,20000,Fin Clip,AD,20000,,,"All releases should be Ad clipped, and releases should be coordinated with ongoing BC Hydro studies. If egg targets are not met, smolt release strategy should be prioritized over fry release.",Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,Harvest,Primary,0,Release,Smolt 1+,Coquitlam R,Coquitlam River H,29C,0,Parentage-based Tagging,N/A,20000,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,Stewardship,Primary,60000,Release,Unfed,Maple Cr,Coquitlam River H,29C,10000,Parentage-based Tagging,N/A,10000,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Sockeye,Fall,Coquitlam R,,,29C,Stewardship,Primary,30000,Release,Fed Fry,Coquitlam Lk,Coquitlam River H,29C,10000,Fin Clip,AD,10000,,,"2021: proposed production, pending further discussion regarding logistics etc. Release as Ad clipped fed fry into Coquitlam River (just below dam). If egg target cannot be achieved, smolt 1+ release will be the priority release strategy.

Rearing equipment located at base of Coquitlam Dam.",Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Sockeye,Fall,Coquitlam R,,,29C,Stewardship,Primary,0,Release,Smolt 1+,Coquitlam R,Coquitlam River H,29C,15000,Fin Clip,AD,15000,,,"2021: proposed production, pending further discussion regarding logistics etc. Release as Ad clipped smolt 1+ into Coquitlam River (just below dam). If egg target cannot be achieved, smolt 1+ release will be the priority release strategy.

Rearing equipment located at base of Coquitlam Dam.",Preliminary
Lower Fraser River,PIP,Ravine Pk,"CA - E Fraser Valley, Mission/Abbotsford, east to Boston Bar",Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,,Alternate,30000,Transfer In,Egg,Chilliwack R,Chilliwack River H,,30000,,,,,,Broodstock will be taken directly from Clayburn Creek. Egg transfer from  Chillwack is backup egg source.,Preliminary
Lower Fraser River,PIP,Ravine Pk,"CA - E Fraser Valley, Mission/Abbotsford, east to Boston Bar",Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,,Primary,30000,Transfer Out,Egg,Abbotsford Sch,Abbotsford Schools,,3000,,,,,,,Preliminary
Lower Fraser River,PIP,Ravine Pk,"CA - E Fraser Valley, Mission/Abbotsford, east to Boston Bar",Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,Stewardship,Primary,0,Release,Fed Fry,Clayburn Cr,Clayburn Creek H,29E,15000,,,,,,,Preliminary
Lower Fraser River,PIP,Ravine Pk,"CA - E Fraser Valley, Mission/Abbotsford, east to Boston Bar",Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,Stewardship,Primary,0,Release,Smolt 1+,Clayburn Cr,Clayburn Creek H,29E,10000,Fin Clip,AD,10000,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary,0,Transfer In,Smolt,Chilliwack R,Chilliwack River H,,40000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,Harvest,Primary,0,Release,Seapen 0+,Ioco,Ioco Seapen,28,40000,Thermal,N/A,40000,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Alternate,0,Transfer In,Fry,Mossom Cr,Mossom Creek H,,25000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,Stewardship,Alternate,0,Release,Seapen,Ioco,Ioco Seapen,28,25000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Mossom Cr,CM-3,HOWE SOUND-BURRARD INLET,28,,Primary,0,Transfer In,Fry,Mossom Cr,Mossom Creek H,,25000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Mossom Cr,CM-3,HOWE SOUND-BURRARD INLET,28,Stewardship,Primary,0,Release,Seapen,Reed Point,Reed Point Seapen,28,25000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,0,Transfer In,Smolt,Capilano R,Capilano River H,,7500,,,,,,Alternate broodstock source to Seymour R stock.,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,Harvest,Alternate,0,Release,Seapen 1+,Ioco,Ioco Seapen,28,7500,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary,0,Transfer In,Smolt,Mossom Cr,Mossom Creek H,,4000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Harvest,Primary,0,Release,Seapen 1+,Ioco,Ioco Seapen,28,4000,Fin Clip,AD,4000,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,0,Transfer In,Smolt,Mossom Cr,Mossom Creek H,,4000,,,,,,1st Alternate broodstock source if Mossom Cr stock unattainable.,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Harvest,Alternate,0,Release,Seapen 1+,Ioco,Ioco Seapen,28,4000,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary,0,Transfer In,Smolt,Seymour R,Seymour River H,,7500,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Harvest,Primary,0,Release,Seapen 1+,Ioco,Ioco Seapen,28,7500,,,,,,,Preliminary
Lower Fraser River,PIP,Richmond Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B,,Primary,0,Transfer In,Egg,L Campbell R,Little Campbell River H,,1500,,,,,,,Preliminary
Lower Fraser River,PIP,Richmond Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B,Education,Primary,0,Release,Fed Fry,L Campbell R,Richmond Schools,29B,1400,,,,,,,Preliminary
Lower Fraser River,PIP,River Springs Enh,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Coquitlam R,CM-2,LOWER FRASER,29C,,Primary,10000,Transfer Out,Egg,Coquitlam Sch,Coquitlam Schools,,1000,,,,,,,Preliminary
Lower Fraser River,PIP,River Springs Enh,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Coquitlam R,CM-2,LOWER FRASER,29C,Stewardship,Primary,0,Release,Fed Fry,Coquitlam R,River Springs H,29C,8000,,,,,,Release site includes Coquitlam River Watershed.,Preliminary
Lower Fraser River,PIP,River Springs Enh,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,Stewardship,Primary,25000,Release,Fed Fry,Coquitlam R,River Springs H,29C,20000,,,,,,Release site includes Coquitlam River Watershed,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Nicomekl R,CK-2,BOUNDARY BAY_FA_0.3,29B,,Alternate,125000,Transfer In,Egg,Nicomekl R,Nicomekl River H,,125000,,,,,,"Alternate broodstock source transferred in, in the event that Serpentine R broodstock is unattainable.",Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Nicomekl R,CK-2,BOUNDARY BAY_FA_0.3,29B,Stewardship,Alternate,0,Release,Smolt 0+,Serpentine R,Serpentine River H,29B,100000,,,,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Serpentine R,CK-2,BOUNDARY BAY_FA_0.3,29B,,Alternate,50000,Transfer Out,Egg,Nicomekl R,Nicomekl River H,,50000,,,,,,Eggs (or adult broodstock equivalent) transferred out to Nicomekl R hatchery as alternate broodstock source for Nicomekl R stock.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Serpentine R,CK-2,BOUNDARY BAY_FA_0.3,29B,Stewardship,Primary,125000,Release,Smolt 0+,Serpentine R,Serpentine River H,29B,100000,,,,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D,,Primary,0,Transfer In,Egg,Chehalis R,Chehalis River H,,100000,,,,,,Transfer in number is dependant upon chum targets being achieved at Chehalis hatchery.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D,Stewardship,Primary,0,Release,Fed Fry,Serpentine R,Serpentine River H,29B,80000,,,,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Serpentine R,CM-4,GEORGIA STRAIT,29B,Stewardship,Primary,75000,Release,Fed Fry,Serpentine R,Serpentine River H,29B,65000,,,,,,,Preliminary
